chrNum	start	end	strand	circID	genomic.length	samples	gene.symbol	study.group.number
chr18	54426095	54448887	+	hsa_circ_31387	22792	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	WDR7	3
chr18	54446661	54483375	+	hsa_circ_22233	36714	H9 hESCs,glioblastoma,oligodendroma	WDR7	2
chr18	54483261	54547396	+	hsa_circ_21722	64135	H9 hESCs,normal brain tissue,oligodendroma	WDR7	2
chr18	54591152	54606624	+	hsa_circ_0006389	15472	Hs68_RNase, Hs68_control, Nhek	WDR7	2
chr18	55398858	55399061	-	hsa_circ_10528	203	normal brain tissue,glioblastoma,Hs68	ATP8B1	2
chr18	55833019	55919286	+	hsa_circ_31075	86267	H9 hESCs,normal brain tissue,oligodendroma	NEDD4L	2
chr18	55912658	55919286	+	hsa_circ_30413	6628	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	NEDD4L	2
chr18	55983213	56001124	+	hsa_circ_0003954	17911	Hs68_RNase, Hs68_control, Helas3	NEDD4L	2
chr18	56246045	56247780	-	hsa_circ_23950	1735	H9 hESCs,glioblastoma	ALPK2	2
chr18	56363597	56367823	+	hsa_circ_02459	4226	H9 hESCs,normal brain tissue,cd_19,Hs68	MALT1	4
chr18	56601664	56621031	+	hsa_circ_23328	19367	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ZNF532	3
chr18	56606676	56615461	+	hsa_circ_01330	8785	H9 hESCs,normal brain tissue	ZNF532	2
chr18	56606676	56621031	+	hsa_circ_25200	14355	H9 hESCs,normal brain tissue	ZNF532	2
chr18	59739905	59763183	-	hsa_circ_0007528	23278	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Ag04450, A549, Sknshra	PIGN	2
chr18	60015400	60017170	+	hsa_circ_19304	1770	H9 hESCs,normal brain tissue,glioblastoma,leukemia	TNFRSF11A	3
chr18	60206913	60217693	+	hsa_circ_22204	10780	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,neutr,leukemia,leukocyte	ZCCHC2	4
chr18	60497267	60497464	+	hsa_circ_30916	197	H9 hESCs,normal brain tissue,oligodendroma	PHLPP1	2
chr18	60497267	60527834	+	hsa_circ_10154	30567	H9 hESCs,normal brain tissue,oligodendroma	PHLPP1	2
chr18	60570196	60587347	+	hsa_circ_12262	17151	H9 hESCs,glioblastoma,oligodendroma	PHLPP1	2
chr18	61018120	61030101	-	hsa_circ_21586	11981	H9 hESCs,normal brain tissue,Hs68	KDSR	3
chr18	66364462	66369027	-	hsa_circ_0002567	4565	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878	TMX3	2
chr18	67753848	67795782	-	hsa_circ_0007070	41934	Hs68_RNase, Hs68_control, Hepg2, A549	RTTN	2
chr18	67776733	67795782	-	hsa_circ_0003346	19049	Hs68_RNase, Hs68_control, Ag04450	RTTN	2
chr18	67788791	67795782	-	hsa_circ_19994	6991	glioblastoma,leukemia,leukocyte	RTTN	2
chr18	74083421	74092259	-	hsa_circ_0005140	8838	Hs68_RNase, Hs68_control, Bj	ZNF516	2
chr18	74090809	74092259	-	hsa_circ_0007725	1450	Hs68_RNase, Hs68_control, Hepg2, Helas3, Bj, Ag04450, Sknshra	ZNF516	2
chr18	74153200	74155167	-	hsa_circ_12042	1967	H9 hESCs,glioblastoma,Hs68	ZNF516	3
chr18	74561481	74563895	+	hsa_circ_03512	2414	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia,leukocyte	ZNF236	4
chr18	74561481	74580819	+	hsa_circ_06756	19338	H9 hESCs,Hs68,leukemia	ZNF236	3
chr18	74561481	74583781	+	hsa_circ_24767	22300	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ZNF236	3
chr18	74561481	74587620	+	hsa_circ_20934	26139	H9 hESCs,normal brain tissue,oligodendroma,leukemia	ZNF236	3
chr18	74561481	74593468	+	hsa_circ_12372	31987	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,cd_19,Hs68,leukemia	ZNF236	5
chr18	74580640	74593468	+	hsa_circ_00237	12828	H9 hESCs,glioblastoma	ZNF236	2
chr18	74638992	74672811	+	hsa_circ_0005776	33819	Hs68_RNase, Hs68_control, Hepg2, Helas3, Bj, A549	ZNF236	2
chr18	74649111	74672811	+	hsa_circ_05052	23700	H9 hESCs,leukemia	ZNF236	2
chr18	76856475	76886375	+	hsa_circ_24673	29900	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia	ATP9B	4
chr18	76856475	76914555	+	hsa_circ_19280	58080	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ATP9B	3
chr18	76856475	76967012	+	hsa_circ_09442	110537	H9 hESCs,normal brain tissue,leukemia	ATP9B	3
chr18	76856475	76974038	+	hsa_circ_06398	117563	normal brain tissue,leukemia	ATP9B	2
chr18	76886266	76914555	+	hsa_circ_21245	28289	H9 hESCs,normal brain tissue,Hs68	ATP9B	3
chr18	76886266	76936907	+	hsa_circ_17855	50641	H9 hESCs,normal brain tissue,oligodendroma,leukocyte	ATP9B	3
chr18	76886266	76967012	+	hsa_circ_06841	80746	normal brain tissue,glioblastoma,Hs68,leukemia	ATP9B	3
chr18	76886266	76974038	+	hsa_circ_12702	87772	H9 hESCs,normal brain tissue,oligodendroma,leukemia	ATP9B	3
chr18	76886266	77067234	+	hsa_circ_06996	180968	H9 hESCs,normal brain tissue	ATP9B	2
chr18	76953182	76974038	+	hsa_circ_18315	20856	H9 hESCs,normal brain tissue,glioblastoma,Hs68,leukemia	ATP9B	4
chr18	77037053	77067234	+	hsa_circ_30374	30181	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,leukemia	ATP9B	3
chr18	77063603	77067234	+	hsa_circ_28449	3631	H9 hESCs,normal brain tissue	ATP9B	2
chr18	77208781	77211816	+	hsa_circ_12529	3035	H9 hESCs,HEK293,cd_19,Hs68	NFATC1	3
chr18	77455224	77457988	+	hsa_circ_07713	2764	H9 hESCs,cd_19,Hs68,leukocyte	CTDP1	4
chr18	77455224	77464917	+	hsa_circ_10757	9693	H9 hESCs,normal brain tissue,Hs68	CTDP1	3
chr18	77488906	77496521	+	hsa_circ_11415	7615	H9 hESCs,Hs68	CTDP1	2
chr19	311844	313643	-	hsa_circ_11913	1799	H9 hESCs,normal brain tissue	MIER2	2
chr19	325634	327989	-	hsa_circ_17519	2355	H9 hESCs,Hs68	MIER2	2
chr19	430683	440932	-	hsa_circ_04015	10249	H9 hESCs,normal brain tissue,oligodendroma	SHC2	2
chr19	1031069	1032695	+	hsa_circ_0004003	1626	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra	CNN2	2
chr19	1032390	1032695	+	hsa_circ_0004891	305	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	CNN2	2
chr19	1032390	1036561	+	hsa_circ_0003389	4171	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra	CNN2	2
chr19	1036128	1036561	+	hsa_circ_0004667	433	Hs68_RNase, Hs68_control, Huvec, Hepg2, Helas3, Gm12878, Bj, Ag04450, Sknshra	CNN2	2
chr19	1147307	1154401	-	hsa_circ_0009130	7094	Hs68_RNase, Hs68_control, Nhek, Hsmm, Hepg2, Helas3, Mcf7	SBNO2	2
chr19	1218415	1219412	+	hsa_circ_07496	997	H9 hESCs,Hs68	STK11	2
chr19	1271327	1271466	+	hsa_circ_00180	139	normal brain tissue,cd_19,cd_34	CIRBP	2
chr19	1271327	1272050	+	hsa_circ_29409	723	normal brain tissue,glioblastoma,oligodendroma,Hs68	CIRBP	2
chr19	2076809	2078678	-	hsa_circ_02009	1869	normal brain tissue,oligodendroma,Hs68	MOB3A	2
chr19	2078138	2078678	-	hsa_circ_23545	540	H9 hESCs,normal brain tissue	MOB3A	2
chr19	2137009	2138713	-	hsa_circ_26882	1704	H9 hESCs,glioblastoma	AP3D1	2
chr19	2137725	2138713	-	hsa_circ_08472	988	H9 hESCs,glioblastoma,oligodendroma,Hs68	AP3D1	3
chr19	2180711	2191239	+	hsa_circ_0008186	10528	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Ag04450	DOT1L	2
chr19	2213537	2214595	+	hsa_circ_0007328	1058	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	DOT1L	2
chr19	3192467	3198895	+	hsa_circ_0003510	6428	Hs68_RNase, Hs68_control, A549, Mcf7	NCLN	2
chr19	3203753	3206423	+	hsa_circ_08624	2670	H9 hESCs,normal brain tissue	NCLN	2
chr19	3425103	3435205	+	hsa_circ_0006392	10102	Hs68_RNase, Hs68_control, Hepg2, Helas3, Gm12878, Bj, A549, Sknshra	NFIC	2
chr19	3623685	3624160	-	hsa_circ_00656	475	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	CACTIN	3
chr19	3651823	3661999	-	hsa_circ_0008299	10176	Hs68_RNase, Hs68_control, Nhek	PIP5K1C	2
chr19	3651823	3664912	-	hsa_circ_25484	13089	glioblastoma,cd_19	PIP5K1C	2
chr19	3656402	3661999	-	hsa_circ_0003745	5597	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	PIP5K1C	2
chr19	3660963	3661999	-	hsa_circ_08325	1036	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_34,Hs68	PIP5K1C	4
chr19	4053968	4055245	-	hsa_circ_21096	1277	normal brain tissue,cd_19,neutr,leukocyte	ZBTB7A	3
chr19	4101016	4101278	-	hsa_circ_0007376	262	Hs68_RNase, Hs68_control, Bj, Ag04450	MAP2K2	2
chr19	4354945	4355170	+	hsa_circ_32222	225	H9 hESCs,normal brain tissue,oligodendroma,Hs68,leukemia	MPND	4
chr19	4405908	4409756	+	hsa_circ_07080	3848	H9 hESCs,cd_34,Hs68,leukocyte	CHAF1A	4
chr19	4430545	4433536	+	hsa_circ_22872	2991	H9 hESCs,leukemia	CHAF1A	2
chr19	4859601	4860036	-	hsa_circ_0004551	435	Hs68_RNase, Hs68_control, Hsmm	PLIN3	2
chr19	4941539	4941943	+	hsa_circ_05669	404	H9 hESCs,glioblastoma,oligodendroma,Hs68	UHRF1	3
chr19	4944143	4944462	+	hsa_circ_0002838	319	Hs68_RNase, Hs68_control, Sknshra	UHRF1	2
chr19	4944143	4947223	+	hsa_circ_0009107	3080	Hs68_RNase, Hs68_control, A549, Nhlf	UHRF1	2
chr19	4950622	4951008	+	hsa_circ_20102	386	H9 hESCs,glioblastoma,Hs68	UHRF1	3
chr19	5016267	5041262	+	hsa_circ_0006448	24995	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	KDM4B	2
chr19	5032876	5047680	+	hsa_circ_0004272	14804	Hs68_RNase, Hs68_control, K562, Hepg2, H1hesc, Bj, Ag04450, Sknshra	KDM4B	2
chr19	5039846	5041262	+	hsa_circ_0006461	1416	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	KDM4B	2
chr19	5039846	5047680	+	hsa_circ_30656	7834	H9 hESCs,normal brain tissue,Hs68,leukemia	KDM4B	4
chr19	5047486	5082515	+	hsa_circ_28403	35029	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia,leukocyte	KDM4B	4
chr19	5604593	5604947	-	hsa_circ_23587	354	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,cd_34	SAFB2	3
chr19	5641604	5641957	+	hsa_circ_0005104	353	Hs68_RNase, Hs68_control, K562, Gm12878	SAFB	2
chr19	5650988	5654467	+	hsa_circ_10668	3479	normal brain tissue,oligodendroma,leukemia	SAFB	2
chr19	5650988	5657358	+	hsa_circ_13949	6370	normal brain tissue,leukemia	SAFB	2
chr19	5653125	5654467	+	hsa_circ_23746	1342	normal brain tissue,glioblastoma,oligodendroma,cd_19,Hs68,leukemia,leukocyte	SAFB	4
chr19	5653125	5657358	+	hsa_circ_00873	4233	glioblastoma,leukemia	SAFB	2
chr19	5941631	5957984	-	hsa_circ_26967	16353	H9 hESCs,normal brain tissue,glioblastoma	RANBP3	2
chr19	6026173	6040252	-	hsa_circ_0000883	14079	cd_34, Hs68_RNase, Hs68_control	RFX2	2
chr19	6230580	6270770	-	hsa_circ_21914	40190	H9 hESCs,normal brain tissue,Hs68	MLLT1	3
chr19	6702137	6702590	-	hsa_circ_23927	453	glioblastoma,Hs68	C3	2
chr19	6742977	6743847	+	hsa_circ_0002941	870	Hs68_RNase, Hs68_control, K562, H1hesc, Bj, Ag04450, Sknshra	TRIP10	2
chr19	7163042	7174742	-	hsa_circ_32448	11700	H9 hESCs,normal brain tissue	INSR	2
chr19	7267355	7267907	-	hsa_circ_08489	552	H9 hESCs,cd_19	INSR	2
chr19	7509089	7509340	+	hsa_circ_0005800	251	Hs68_RNase, Hs68_control, Hepg2, Helas3, H1hesc, Gm12878, Bj	ARHGEF18	2
chr19	8002911	8006082	-	hsa_circ_32502	3171	H9 hESCs,oligodendroma	TIMM44	2
chr19	8038608	8056715	-	hsa_circ_23897	18107	H9 hESCs,normal brain tissue	ELAVL1	2
chr19	8520288	8528570	+	hsa_circ_0006382	8282	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	HNRNPM	2
chr19	8533657	8539128	+	hsa_circ_18153	5471	H9 hESCs,Hs68	HNRNPM	2
chr19	8601135	8604912	-	hsa_circ_09462	3777	glioblastoma,neutr	MYO1F	2
chr19	9448471	9449995	+	hsa_circ_31072	1524	glioblastoma,cd_19,Hs68	ZNF559	3
chr19	9643520	9645955	-	hsa_circ_13548	2435	H9 hESCs,glioblastoma	ZNF426	2
chr19	9643520	9647032	-	hsa_circ_27072	3512	H9 hESCs,glioblastoma	ZNF426	2
chr19	9645863	9647032	-	hsa_circ_24678	1169	H9 hESCs,glioblastoma	ZNF426	2
chr19	9767222	9771550	-	hsa_circ_10688	4328	H9 hESCs,Hs68	ZNF562	2
chr19	10270333	10271094	-	hsa_circ_0002297	761	Hs68_RNase, Hs68_control, Helas3, Bj, Ag04450	DNMT1	2
chr19	10283765	10288043	-	hsa_circ_0000889	4278	cd_19, Hs68_RNase, Hs68_control, K562, Ag04450	DNMT1	3
chr19	10284546	10288043	-	hsa_circ_0006102	3497	Hs68_RNase, Hs68_control, K562, Huvec, H1hesc, Gm12878, Bj, Ag04450, Sknshra	DNMT1	2
chr19	10368897	10369361	+	hsa_circ_0008762	464	Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Nhek, Nhlf, Sknshra, Mcf7	MRPL4	2
chr19	10602252	10602938	-	hsa_circ_20866	686	H9 hESCs,glioblastoma,Hs68	KEAP1	3
chr19	10883154	10887892	+	hsa_circ_27819	4738	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	DNM2	3
chr19	10909161	10916643	+	hsa_circ_0007257	7482	Hs68_RNase, Hs68_control, Gm12878, Bj, A549	DNM2	2
chr19	11015626	11019883	+	hsa_circ_05965	4257	H9 hESCs,normal brain tissue,Hs68	CARM1	3
chr19	11024552	11027453	+	hsa_circ_23519	2901	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,leukemia	CARM1	3
chr19	11168930	11170863	+	hsa_circ_22961	1933	normal brain tissue,glioblastoma,Hs68	SMARCA4	2
chr19	11170428	11170863	+	hsa_circ_26159	435	H9 hESCs,normal brain tissue	SMARCA4	2
chr19	11210898	11213462	+	hsa_circ_23298	2564	H9 hESCs,normal brain tissue	LDLR	2
chr19	11221327	11222315	+	hsa_circ_05966	988	H9 hESCs,normal brain tissue,Hs68	LDLR	3
chr19	11223953	11224438	+	hsa_circ_06179	485	H9 hESCs,glioblastoma,Hs68	LDLR	3
chr19	11230767	11231198	+	hsa_circ_13080	431	H9 hESCs,oligodendroma,Hs68,leukemia	LDLR	4
chr19	11230767	11238761	+	hsa_circ_0003892	7994	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Ag04450, A549, Mcf7	LDLR	2
chr19	11289020	11289396	-	hsa_circ_04421	376	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	KANK2	3
chr19	11526612	11527733	-	hsa_circ_0006941	1121	Hs68_RNase, Hs68_control, Hepg2, Helas3, H1hesc, Sknshra	RGL3	2
chr19	11623870	11625036	-	hsa_circ_00599	1166	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ECSIT	3
chr19	11835008	11836142	-	hsa_circ_07729	1134	normal brain tissue,Hs68	ZNF823	2
chr19	12790270	12791139	-	hsa_circ_31201	869	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,Hs68	DHPS	4
chr19	12825634	12826553	-	hsa_circ_0000894	919	neutr, Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra, Mcf7	TNPO2	3
chr19	13039155	13039661	-	hsa_circ_23247	506	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,cd_34,Hs68	FARSA	4
chr19	13135834	13136366	+	hsa_circ_0005660	532	Hs68_RNase, Hs68_control, K562, Hsmm, Hepg2, Bj, Ag04450, Nhlf, Sknshra	NFIX	2
chr19	13443682	13445307	-	hsa_circ_24860	1625	H9 hESCs,normal brain tissue,oligodendroma,Hs68	CACNA1A	3
chr19	13919649	13920034	+	hsa_circ_0007836	385	Hs68_RNase, Hs68_control, Helas3, H1hesc, Bj, Nhek, Mcf7	ZSWIM4	2
chr19	14153264	14153601	+	hsa_circ_14355	337	H9 hESCs,leukemia	IL27RA	2
chr19	14513408	14515374	+	hsa_circ_0004853	1966	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	CD97	2
chr19	14568842	14569187	+	hsa_circ_09591	345	H9 hESCs,normal brain tissue,glioblastoma,Hs68	PKN1	3
chr19	14590223	14591590	-	hsa_circ_0008214	1367	Hs68_RNase, Hs68_control, H1hesc	GIPC1	2
chr19	15379715	15383944	-	hsa_circ_0005546	4229	Hs68_RNase, Hs68_control, K562	BRD4	2
chr19	16192722	16192856	+	hsa_circ_0002259	134	Hs68_RNase, Hs68_control, Huvec, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	TPM4	2
chr19	16192722	16197350	+	hsa_circ_0008432	4628	Hs68_RNase, Hs68_control, K562, Ag04450	TPM4	2
chr19	16198836	16199930	+	hsa_circ_0005855	1094	Hs68_RNase, Hs68_control, H1hesc, Gm12878, Ag04450, Sknshra	TPM4	2
chr19	16790794	16791392	+	hsa_circ_18113	598	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	TMEM38A	2
chr19	16790794	16793319	+	hsa_circ_08998	2525	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,neutr,Hs68,leukocyte	TMEM38A	5
chr19	17212469	17213367	+	hsa_circ_12544	898	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,cd_34,Hs68	MYO9B	4
chr19	17264776	17267848	+	hsa_circ_0007171	3072	Hs68_RNase, Hs68_control, K562, Bj, Ag04450, Sknshra	MYO9B	2
chr19	17267718	17270294	+	hsa_circ_0003215	2576	Hs68_RNase, Hs68_control, K562, Hepg2, Gm12878, Bj, Ag04450, A549, Sknshra	MYO9B	2
chr19	17267718	17273932	+	hsa_circ_0006590	6214	Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	MYO9B	2
chr19	17270204	17273932	+	hsa_circ_0007396	3728	Hs68_RNase, Hs68_control, Gm12878, Ag04450	MYO9B	2
chr19	17270204	17278874	+	hsa_circ_0003749	8670	Hs68_RNase, Hs68_control, K562, Gm12878	MYO9B	2
chr19	17273159	17273932	+	hsa_circ_05602	773	H9 hESCs,glioblastoma,cd_19,Hs68	MYO9B	4
chr19	17273159	17278874	+	hsa_circ_0008942	5715	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	MYO9B	2
chr19	17273797	17278874	+	hsa_circ_0007731	5077	Hs68_RNase, Hs68_control, K562, Gm12878, Bj, Ag04450, Sknshra	MYO9B	2
chr19	17308600	17309117	+	hsa_circ_0008483	517	Hs68_RNase, Hs68_control, Helas3, Gm12878, Sknshra	MYO9B	2
chr19	17308600	17311638	+	hsa_circ_0004071	3038	Hs68_RNase, Hs68_control, Huvec, Hepg2, Ag04450, Sknshra	MYO9B	2
chr19	17311101	17311638	+	hsa_circ_0000910	537	cd_19, Hs68_RNase, Hs68_control, Ag04450	MYO9B	3
chr19	17387303	17387718	+	hsa_circ_04303	415	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	BABAM1	3
chr19	17424831	17426804	+	hsa_circ_18432	1973	H9 hESCs,Hs68	DDA1	2
chr19	17608063	17608273	+	hsa_circ_14846	210	glioblastoma,oligodendroma,leukemia	SLC27A1	2
chr19	17670119	17671274	+	hsa_circ_16047	1155	Hs68,leukemia	GLT25D1	2
chr19	17737441	17738749	-	hsa_circ_08548	1308	H9 hESCs,normal brain tissue	UNC13A	2
chr19	17737441	17752365	-	hsa_circ_16992	14924	H9 hESCs,normal brain tissue,oligodendroma	UNC13A	2
chr19	17778925	17785565	-	hsa_circ_03883	6640	H9 hESCs,normal brain tissue	UNC13A	2
chr19	18285849	18286507	+	hsa_circ_11369	658	H9 hESCs,glioblastoma,Hs68,leukemia	IFI30	4
chr19	18648410	18649246	-	hsa_circ_26009	836	normal brain tissue,glioblastoma,oligodendroma,cd_19,cd_34,neutr	FKBP8	2
chr19	18650180	18650530	-	hsa_circ_24455	350	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,cd_34,neutr	FKBP8	3
chr19	18684102	18684558	+	hsa_circ_0005568	456	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	UBA52	2
chr19	18974246	18975060	+	hsa_circ_0005706	814	Hs68_RNase, Hs68_control, Hepg2, Helas3, Ag04450, A549, Sknshra	UPF1	2
chr19	19049161	19049858	-	hsa_circ_0008135	697	Hs68_RNase, Hs68_control, Hepg2, Helas3, Bj, Ag04450, A549, Sknshra	HOMER3	2
chr19	19135427	19141891	-	hsa_circ_0005063	6464	Hs68_RNase, Hs68_control, H1hesc, Bj	SUGP2	2
chr19	19153519	19154883	+	hsa_circ_0006231	1364	Hs68_RNase, Hs68_control, Bj, Ag04450	ARMC6	2
chr19	19153519	19163004	+	hsa_circ_0007574	9485	Hs68_RNase, Hs68_control, K562, H1hesc, Ag04450, Mcf7	ARMC6	2
chr19	19356121	19359691	+	hsa_circ_05319	3570	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	NCAN	2
chr19	19407797	19408153	-	hsa_circ_0004066	356	Hs68_RNase, Hs68_control, Nhek, Huvec, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	SUGP1	2
chr19	19447978	19449748	+	hsa_circ_20501	1770	H9 hESCs,leukemia	MAU2	2
chr19	19603114	19603521	+	hsa_circ_30753	407	H9 hESCs,normal brain tissue,glioblastoma,Hs68,leukemia	GATAD2A	4
chr19	19603114	19607028	+	hsa_circ_17648	3914	H9 hESCs,normal brain tissue,neutr,leukocyte	GATAD2A	4
chr19	19636990	19638579	+	hsa_circ_05625	1589	H9 hESCs,normal brain tissue,glioblastoma	NDUFA13	2
chr19	19675741	19680393	-	hsa_circ_14729	4652	H9 hESCs,normal brain tissue,glioblastoma,Hs68	PBX4	3
chr19	19750893	19751380	-	hsa_circ_17821	487	H9 hESCs,normal brain tissue,glioblastoma,cd_19,Hs68	GMIP	4
chr19	21216261	21216990	+	hsa_circ_0008838	729	Hs68_RNase, Hs68_control, K562, Gm12878, Bj, Sknshra, Mcf7	ZNF430	2
chr19	21558039	21558766	+	hsa_circ_25079	727	normal brain tissue,leukemia	ZNF738	2
chr19	23556543	23557566	-	hsa_circ_01048	1023	H9 hESCs,leukemia	ZNF91	2
chr19	30462099	30477324	+	hsa_circ_16963	15225	H9 hESCs,glioblastoma,oligodendroma	URI1	2
chr19	30462099	30503438	+	hsa_circ_25550	41339	H9 hESCs,normal brain tissue,oligodendroma	URI1	2
chr19	30476129	30477324	+	hsa_circ_26869	1195	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,cd_19,Hs68	URI1	4
chr19	31038849	31040421	+	hsa_circ_01608	1572	normal brain tissue,HEK293	ZNF536	2
chr19	33106563	33116872	-	hsa_circ_27360	10309	H9 hESCs,oligodendroma,Hs68	ANKRD27	3
chr19	33108494	33113525	-	hsa_circ_07176	5031	H9 hESCs,normal brain tissue,glioblastoma,Hs68	ANKRD27	3
chr19	33116779	33119755	-	hsa_circ_0000923	2976	cd_34, Hs68_RNase, Hs68_control	ANKRD27	2
chr19	33134028	33134537	-	hsa_circ_0000924	509	cd_19, Hs68_RNase, Hs68_control, Nhek, K562, Helas3, H1hesc, Gm12878, A549, Sknshra	ANKRD27	3
chr19	33406242	33409245	-	hsa_circ_30779	3003	H9 hESCs,glioblastoma	CEP89	2
chr19	33406242	33417179	-	hsa_circ_31615	10937	H9 hESCs,normal brain tissue,HEK293,cd_19,Hs68	CEP89	4
chr19	33584264	33585175	+	hsa_circ_07022	911	normal brain tissue,Hs68	GPATCH1	2
chr19	33604672	33605325	+	hsa_circ_15395	653	normal brain tissue,glioblastoma,oligodendroma,Hs68	GPATCH1	2
chr19	34685382	34687668	+	hsa_circ_0006446	2286	Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	LSM14A	2
chr19	34685382	34706566	+	hsa_circ_00905	21184	H9 hESCs,normal brain tissue,glioblastoma,Hs68	LSM14A	3
chr19	34687538	34712643	+	hsa_circ_11237	25105	normal brain tissue,cd_19,cd_34	LSM14A	2
chr19	34706028	34706566	+	hsa_circ_15758	538	H9 hESCs,normal brain tissue	LSM14A	2
chr19	34712411	34712643	+	hsa_circ_0004624	232	Hs68_RNase, Hs68_control, Gm12878, Bj, A549, Nhek	LSM14A	2
chr19	34818325	34819056	+	hsa_circ_30493	731	normal brain tissue,Hs68	KIAA0355	2
chr19	34818325	34821252	+	hsa_circ_12747	2927	normal brain tissue,Hs68,leukemia	KIAA0355	3
chr19	34818325	34830897	+	hsa_circ_11501	12572	normal brain tissue,leukemia	KIAA0355	2
chr19	34868407	34868786	+	hsa_circ_24817	379	H9 hESCs,normal brain tissue	GPI	2
chr19	34887205	34887562	+	hsa_circ_0008033	357	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	GPI	2
chr19	34921480	34924317	+	hsa_circ_15665	2837	H9 hESCs,normal brain tissue,oligodendroma	UBA2	2
chr19	34921480	34925873	+	hsa_circ_10172	4393	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	UBA2	3
