chrNum	start	end	strand	corresponding_positive_circID
chr18	46798547	46812986	-	hsa_circ_02472
chr18	46798547	46906128	-	hsa_circ_04850
chr18	46808366	46906128	-	hsa_circ_0005209
chr18	46858233	46906128	-	hsa_circ_00156
chr18	46889530	46906128	-	hsa_circ_31001
chr18	51686134	51692536	-	hsa_circ_22350
chr18	51686134	51731527	-	hsa_circ_27937
chr18	53017589	53018231	-	hsa_circ_17721
chr18	53017589	53018234	-	hsa_circ_0004223
chr18	54283475	54293688	-	hsa_circ_09062
chr18	55398858	55399061	-	hsa_circ_10528
chr18	56246045	56247780	-	hsa_circ_23950
chr18	59739905	59763183	-	hsa_circ_0007528
chr18	61018120	61030101	-	hsa_circ_21586
chr18	66364462	66369027	-	hsa_circ_0002567
chr18	67753848	67795782	-	hsa_circ_0007070
chr18	67776733	67795782	-	hsa_circ_0003346
chr18	67788791	67795782	-	hsa_circ_19994
chr18	74083421	74092259	-	hsa_circ_0005140
chr18	74090809	74092259	-	hsa_circ_0007725
chr18	74153200	74155167	-	hsa_circ_12042
chr18	192841	199316	+	hsa_circ_29182
chr18	196636	199316	+	hsa_circ_0007706
chr18	196636	203190	+	hsa_circ_0002725
chr18	196636	204692	+	hsa_circ_0005653
chr18	662145	671451	+	hsa_circ_14527
chr18	2718155	2718432	+	hsa_circ_11988
chr18	2738394	2739518	+	hsa_circ_05254
chr18	2890558	2892484	+	hsa_circ_05997
chr18	7949178	7955412	+	hsa_circ_0004618
chr18	8076452	8088849	+	hsa_circ_00992
chr18	8076452	8114825	+	hsa_circ_0003063
chr18	8076452	8143777	+	hsa_circ_0007144
chr18	8113483	8143777	+	hsa_circ_06014
chr18	8718421	8720494	+	hsa_circ_27727
chr18	9117835	9126905	+	hsa_circ_16495
chr18	9204473	9211782	+	hsa_circ_17397
chr18	9182379	9221997	+	hsa_circ_31497
chr18	9204473	9221997	+	hsa_circ_0003865
chr18	9208654	9221997	+	hsa_circ_0003652
chr18	9524591	9525849	+	hsa_circ_07509
chr18	9775274	9815219	+	hsa_circ_13708
chr18	9931806	9937063	+	hsa_circ_26417
chr18	12420323	12421628	+	hsa_circ_07927
chr18	12718515	12720682	+	hsa_circ_0003255
chr18	12951853	12971250	+	hsa_circ_0003780
chr18	12999419	13008630	+	hsa_circ_0000830
chr18	13001455	13019205	+	hsa_circ_31966
chr18	12999419	13019205	+	hsa_circ_26363
chr18	12999419	13030607	+	hsa_circ_04934
chr18	13037235	13040955	+	hsa_circ_06872
chr18	12999419	13042333	+	hsa_circ_24160
chr18	13048857	13059311	+	hsa_circ_14298
chr18	13052917	13059311	+	hsa_circ_0002875
chr18	12999419	13059311	+	hsa_circ_18500
chr18	13048857	13073184	+	hsa_circ_18064
chr18	12999419	13096306	+	hsa_circ_01292
chr18	13099474	13103587	+	hsa_circ_0005863
chr18	13387339	13387761	+	hsa_circ_27281
chr18	13278103	13387761	+	hsa_circ_19585
chr18	13278103	13438383	+	hsa_circ_15908
chr18	13387339	13438383	+	hsa_circ_09203
chr18	18945987	18983955	+	hsa_circ_0003653
chr18	19345732	19348713	+	hsa_circ_08830
chr18	19345732	19353689	+	hsa_circ_0006918
chr18	19353584	19359646	+	hsa_circ_01343
chr18	19358063	19359646	+	hsa_circ_11612
chr18	19345732	19359646	+	hsa_circ_23867
chr18	19345732	19371518	+	hsa_circ_00611
chr18	19345732	19379935	+	hsa_circ_21082
chr18	19371334	19383975	+	hsa_circ_10418
chr18	19345732	19383975	+	hsa_circ_02509
chr18	19371334	19399607	+	hsa_circ_03833
chr18	19345732	19399607	+	hsa_circ_31696
chr18	19418325	19424214	+	hsa_circ_0002608
chr18	19418325	19427086	+	hsa_circ_01345
chr18	19345732	19429349	+	hsa_circ_27270
chr18	20570899	20576425	+	hsa_circ_12819
chr18	20572710	20576425	+	hsa_circ_0007749
chr18	20569183	20581692	+	hsa_circ_06638
chr18	20814571	20817209	+	hsa_circ_04367
chr18	21087948	21099138	+	hsa_circ_0002757
chr18	21095819	21099138	+	hsa_circ_0008503
chr18	21644103	21649235	+	hsa_circ_16760
chr18	21644103	21663045	+	hsa_circ_09042
chr18	21660548	21663045	+	hsa_circ_0002403
chr18	29691716	29693823	+	hsa_circ_01057
chr18	29691716	29704808	+	hsa_circ_03224
chr18	29691716	29706763	+	hsa_circ_0005122
chr18	32335939	32346005	+	hsa_circ_21611
chr18	33722243	33726344	+	hsa_circ_19747
chr18	33722243	33739978	+	hsa_circ_0007535
chr18	33740894	33750159	+	hsa_circ_19993
chr18	33775219	33783152	+	hsa_circ_06407
chr18	34740162	34753044	+	hsa_circ_02334
chr18	39567775	39584505	+	hsa_circ_01936
chr18	39595439	39609405	+	hsa_circ_0002560
chr18	39595439	39613921	+	hsa_circ_12955
chr18	39595439	39620705	+	hsa_circ_0006328
chr18	39617655	39629569	+	hsa_circ_23025
chr18	39623696	39629569	+	hsa_circ_03371
chr18	39607406	39629569	+	hsa_circ_04822
chr18	39607406	39647477	+	hsa_circ_0005711
chr18	42281139	42281797	+	hsa_circ_06698
chr18	42281139	42449248	+	hsa_circ_0007095
chr18	42529845	42533305	+	hsa_circ_29830
chr18	43702432	43703330	+	hsa_circ_03480
chr18	43702432	43704859	+	hsa_circ_00110
chr18	43795776	43796561	+	hsa_circ_0007699
chr18	44579250	44589732	+	hsa_circ_05909
chr18	46190122	46197115	+	hsa_circ_24760
chr18	46284289	46288060	+	hsa_circ_0003877
chr18	46284289	46343747	+	hsa_circ_0004880
chr18	48422178	48434566	+	hsa_circ_05788
chr18	48444479	48450582	+	hsa_circ_25331
chr18	48422178	48452268	+	hsa_circ_23407
chr18	48444479	48466756	+	hsa_circ_03146
chr18	48584494	48586286	+	hsa_circ_00449
chr18	48573289	48593557	+	hsa_circ_05832
chr18	48581150	48593557	+	hsa_circ_13031
chr18	51797729	51800460	+	hsa_circ_16583
chr18	51797729	51804225	+	hsa_circ_26921
chr18	51797729	51810383	+	hsa_circ_28362
chr18	51804072	51813781	+	hsa_circ_14747
chr18	51807036	51813781	+	hsa_circ_10748
chr18	54398613	54426184	+	hsa_circ_28776
chr18	54423813	54426184	+	hsa_circ_32830
chr18	54385194	54426184	+	hsa_circ_0006090
chr18	54385194	54448887	+	hsa_circ_24077
chr18	54426095	54448887	+	hsa_circ_31387
chr18	54446661	54483375	+	hsa_circ_22233
chr18	54483261	54547396	+	hsa_circ_21722
chr18	54591152	54606624	+	hsa_circ_0006389
chr18	55833019	55919286	+	hsa_circ_31075
chr18	55912658	55919286	+	hsa_circ_30413
chr18	55983213	56001124	+	hsa_circ_0003954
chr18	56363597	56367823	+	hsa_circ_02459
chr18	56606676	56615461	+	hsa_circ_01330
chr18	56601664	56621031	+	hsa_circ_23328
chr18	56606676	56621031	+	hsa_circ_25200
chr18	60015400	60017170	+	hsa_circ_19304
chr18	60206913	60217693	+	hsa_circ_22204
chr18	60497267	60497464	+	hsa_circ_30916
chr18	60497267	60527834	+	hsa_circ_10154
chr18	60570196	60587347	+	hsa_circ_12262
chr18	74561481	74563895	+	hsa_circ_03512
chr18	74561481	74580819	+	hsa_circ_06756
chr18	74561481	74583781	+	hsa_circ_24767
chr18	74561481	74587620	+	hsa_circ_20934
chr18	74561481	74593468	+	hsa_circ_12372
chr18	74580640	74593468	+	hsa_circ_00237
chr18	74638992	74672811	+	hsa_circ_0005776
chr18	74649111	74672811	+	hsa_circ_05052
chr18	76856475	76886375	+	hsa_circ_24673
chr18	76886266	76914555	+	hsa_circ_21245
chr18	76856475	76914555	+	hsa_circ_19280
chr18	76886266	76936907	+	hsa_circ_17855
chr18	76886266	76967012	+	hsa_circ_06841
chr18	76856475	76967012	+	hsa_circ_09442
chr18	76953182	76974038	+	hsa_circ_18315
chr18	76856475	76974038	+	hsa_circ_06398
chr18	76886266	76974038	+	hsa_circ_12702
chr18	76886266	77067234	+	hsa_circ_06996
chr18	77037053	77067234	+	hsa_circ_30374
chr18	77063603	77067234	+	hsa_circ_28449
chr18	77208781	77211816	+	hsa_circ_12529
chr18	77455224	77457988	+	hsa_circ_07713
chr18	77455224	77464917	+	hsa_circ_10757
chr18	77488906	77496521	+	hsa_circ_11415
chr19	311844	313643	-	hsa_circ_11913
chr19	325634	327989	-	hsa_circ_17519
chr19	430683	440932	-	hsa_circ_04015
chr19	1147307	1154401	-	hsa_circ_0009130
chr19	2076809	2078678	-	hsa_circ_02009
chr19	2078138	2078678	-	hsa_circ_23545
chr19	2137009	2138713	-	hsa_circ_26882
chr19	2137725	2138713	-	hsa_circ_08472
chr19	3623685	3624160	-	hsa_circ_00656
chr19	3651823	3661999	-	hsa_circ_0008299
chr19	3656402	3661999	-	hsa_circ_0003745
chr19	3660963	3661999	-	hsa_circ_08325
chr19	3651823	3664912	-	hsa_circ_25484
chr19	4053968	4055245	-	hsa_circ_21096
chr19	4101016	4101278	-	hsa_circ_0007376
chr19	4859601	4860036	-	hsa_circ_0004551
chr19	5604593	5604947	-	hsa_circ_23587
chr19	5941631	5957984	-	hsa_circ_26967
chr19	6026173	6040252	-	hsa_circ_0000883
chr19	6230580	6270770	-	hsa_circ_21914
chr19	6702137	6702590	-	hsa_circ_23927
chr19	7163042	7174742	-	hsa_circ_32448
chr19	7267355	7267907	-	hsa_circ_08489
chr19	8002911	8006082	-	hsa_circ_32502
chr19	8038608	8056715	-	hsa_circ_23897
chr19	8601135	8604912	-	hsa_circ_09462
chr19	9643520	9645955	-	hsa_circ_13548
chr19	9643520	9647032	-	hsa_circ_27072
chr19	9645863	9647032	-	hsa_circ_24678
chr19	9767222	9771550	-	hsa_circ_10688
chr19	10270333	10271094	-	hsa_circ_0002297
chr19	10283765	10288043	-	hsa_circ_0000889
chr19	10284546	10288043	-	hsa_circ_0006102
chr19	10602252	10602938	-	hsa_circ_20866
chr19	11289020	11289396	-	hsa_circ_04421
chr19	11526612	11527733	-	hsa_circ_0006941
chr19	11623870	11625036	-	hsa_circ_00599
chr19	11835008	11836142	-	hsa_circ_07729
chr19	12790270	12791139	-	hsa_circ_31201
chr19	12825634	12826553	-	hsa_circ_0000894
chr19	13039155	13039661	-	hsa_circ_23247
chr19	13443682	13445307	-	hsa_circ_24860
chr19	14590223	14591590	-	hsa_circ_0008214
chr19	15379715	15383944	-	hsa_circ_0005546
chr19	17737441	17738749	-	hsa_circ_08548
chr19	17737441	17752365	-	hsa_circ_16992
chr19	17778925	17785565	-	hsa_circ_03883
chr19	18648410	18649246	-	hsa_circ_26009
chr19	18650180	18650530	-	hsa_circ_24455
chr19	19049161	19049858	-	hsa_circ_0008135
chr19	19135427	19141891	-	hsa_circ_0005063
chr19	19407797	19408153	-	hsa_circ_0004066
chr19	19675741	19680393	-	hsa_circ_14729
chr19	19750893	19751380	-	hsa_circ_17821
chr19	23556543	23557566	-	hsa_circ_01048
chr19	33108494	33113525	-	hsa_circ_07176
chr19	33106563	33116872	-	hsa_circ_27360
chr19	33116779	33119755	-	hsa_circ_0000923
chr19	33134028	33134537	-	hsa_circ_0000924
chr19	33406242	33409245	-	hsa_circ_30779
chr19	33406242	33417179	-	hsa_circ_31615
chr19	37680562	37698156	-	hsa_circ_02410
chr19	37916769	37917280	-	hsa_circ_29936
chr19	38198814	38202593	-	hsa_circ_22364
chr19	39408363	39409453	-	hsa_circ_03999
chr19	40743875	40746017	-	hsa_circ_29003
chr19	40747844	40748594	-	hsa_circ_29911
chr19	40761064	40771258	-	hsa_circ_14289
chr19	40839757	40842314	-	hsa_circ_25910
chr19	40842016	40842314	-	hsa_circ_0004952
chr19	40964061	40964452	-	hsa_circ_23076
chr19	41847787	41848152	-	hsa_circ_24441
chr19	44159590	44160792	-	hsa_circ_0003090
chr19	44248923	44254899	-	hsa_circ_0008781
chr19	45871887	45872405	-	hsa_circ_0004546
chr19	45901262	45901597	-	hsa_circ_0008615
chr19	46116798	46117958	-	hsa_circ_0008263
chr19	46191644	46191824	-	hsa_circ_0007811
chr19	46334641	46334846	-	hsa_circ_17973
chr19	46345507	46347458	-	hsa_circ_27707
chr19	46357432	46357765	-	hsa_circ_30542
chr19	47285639	47287816	-	hsa_circ_0002311
chr19	47919908	47920607	-	hsa_circ_02764
chr19	48003889	48006759	-	hsa_circ_0003407
chr19	48718596	48725112	-	hsa_circ_17745
chr19	49136700	49136912	-	hsa_circ_11779
chr19	49484786	49486094	-	hsa_circ_10209
chr19	49488717	49489292	-	hsa_circ_0002296
chr19	52364156	52380630	-	hsa_circ_03770
chr19	52364156	52390165	-	hsa_circ_32435
chr19	52579296	52592255	-	hsa_circ_13009
chr19	53577392	53578436	-	hsa_circ_0007480
chr19	55610151	55614936	-	hsa_circ_0000958
chr19	55756487	55757046	-	hsa_circ_21965
chr19	58499574	58511264	-	hsa_circ_22197
chr19	1031069	1032695	+	hsa_circ_0004003
chr19	1032390	1032695	+	hsa_circ_0004891
chr19	1032390	1036561	+	hsa_circ_0003389
chr19	1036128	1036561	+	hsa_circ_0004667
chr19	1218415	1219412	+	hsa_circ_07496
chr19	1271327	1271466	+	hsa_circ_00180
chr19	1271327	1272050	+	hsa_circ_29409
chr19	2180711	2191239	+	hsa_circ_0008186
chr19	2213537	2214595	+	hsa_circ_0007328
chr19	3192467	3198895	+	hsa_circ_0003510
chr19	3203753	3206423	+	hsa_circ_08624
chr19	3425103	3435205	+	hsa_circ_0006392
chr19	4354945	4355170	+	hsa_circ_32222
chr19	4405908	4409756	+	hsa_circ_07080
chr19	4430545	4433536	+	hsa_circ_22872
chr19	4941539	4941943	+	hsa_circ_05669
chr19	4944143	4944462	+	hsa_circ_0002838
chr19	4944143	4947223	+	hsa_circ_0009107
chr19	4950622	4951008	+	hsa_circ_20102
chr19	5039846	5041262	+	hsa_circ_0006461
chr19	5016267	5041262	+	hsa_circ_0006448
chr19	5032876	5047680	+	hsa_circ_0004272
chr19	5039846	5047680	+	hsa_circ_30656
chr19	5047486	5082515	+	hsa_circ_28403
chr19	5641604	5641957	+	hsa_circ_0005104
chr19	5650988	5654467	+	hsa_circ_10668
chr19	5653125	5654467	+	hsa_circ_23746
chr19	5650988	5657358	+	hsa_circ_13949
chr19	5653125	5657358	+	hsa_circ_00873
chr19	6742977	6743847	+	hsa_circ_0002941
chr19	7509089	7509340	+	hsa_circ_0005800
chr19	8520288	8528570	+	hsa_circ_0006382
chr19	8533657	8539128	+	hsa_circ_18153
chr19	9448471	9449995	+	hsa_circ_31072
chr19	10368897	10369361	+	hsa_circ_0008762
chr19	10883154	10887892	+	hsa_circ_27819
chr19	10909161	10916643	+	hsa_circ_0007257
chr19	11015626	11019883	+	hsa_circ_05965
chr19	11024552	11027453	+	hsa_circ_23519
chr19	11168930	11170863	+	hsa_circ_22961
chr19	11170428	11170863	+	hsa_circ_26159
chr19	11210898	11213462	+	hsa_circ_23298
chr19	11221327	11222315	+	hsa_circ_05966
chr19	11223953	11224438	+	hsa_circ_06179
chr19	11230767	11231198	+	hsa_circ_13080
chr19	11230767	11238761	+	hsa_circ_0003892
chr19	13135834	13136366	+	hsa_circ_0005660
chr19	13919649	13920034	+	hsa_circ_0007836
chr19	14153264	14153601	+	hsa_circ_14355
chr19	14513408	14515374	+	hsa_circ_0004853
chr19	14568842	14569187	+	hsa_circ_09591
chr19	16192722	16192856	+	hsa_circ_0002259
chr19	16192722	16197350	+	hsa_circ_0008432
chr19	16198836	16199930	+	hsa_circ_0005855
chr19	16790794	16791392	+	hsa_circ_18113
chr19	16790794	16793319	+	hsa_circ_08998
chr19	17212469	17213367	+	hsa_circ_12544
chr19	17264776	17267848	+	hsa_circ_0007171
chr19	17267718	17270294	+	hsa_circ_0003215
chr19	17267718	17273932	+	hsa_circ_0006590
chr19	17270204	17273932	+	hsa_circ_0007396
chr19	17273159	17273932	+	hsa_circ_05602
chr19	17270204	17278874	+	hsa_circ_0003749
chr19	17273159	17278874	+	hsa_circ_0008942
chr19	17273797	17278874	+	hsa_circ_0007731
chr19	17308600	17309117	+	hsa_circ_0008483
chr19	17308600	17311638	+	hsa_circ_0004071
chr19	17311101	17311638	+	hsa_circ_0000910
chr19	17387303	17387718	+	hsa_circ_04303
chr19	17424831	17426804	+	hsa_circ_18432
chr19	17608063	17608273	+	hsa_circ_14846
chr19	17670119	17671274	+	hsa_circ_16047
chr19	18285849	18286507	+	hsa_circ_11369
chr19	18684102	18684558	+	hsa_circ_0005568
chr19	18974246	18975060	+	hsa_circ_0005706
chr19	19153519	19154883	+	hsa_circ_0006231
chr19	19153519	19163004	+	hsa_circ_0007574
chr19	19356121	19359691	+	hsa_circ_05319
chr19	19447978	19449748	+	hsa_circ_20501
chr19	19603114	19603521	+	hsa_circ_30753
chr19	19603114	19607028	+	hsa_circ_17648
chr19	19636990	19638579	+	hsa_circ_05625
chr19	21216261	21216990	+	hsa_circ_0008838
chr19	21558039	21558766	+	hsa_circ_25079
chr19	30476129	30477324	+	hsa_circ_26869
chr19	30462099	30477324	+	hsa_circ_16963
chr19	30462099	30503438	+	hsa_circ_25550
chr19	31038849	31040421	+	hsa_circ_01608
chr19	33584264	33585175	+	hsa_circ_07022
chr19	33604672	33605325	+	hsa_circ_15395
chr19	34685382	34687668	+	hsa_circ_0006446
chr19	34706028	34706566	+	hsa_circ_15758
chr19	34685382	34706566	+	hsa_circ_00905
chr19	34687538	34712643	+	hsa_circ_11237
chr19	34712411	34712643	+	hsa_circ_0004624
chr19	34818325	34819056	+	hsa_circ_30493
chr19	34818325	34821252	+	hsa_circ_12747
chr19	34818325	34830897	+	hsa_circ_11501
chr19	34868407	34868786	+	hsa_circ_24817
chr19	34887205	34887562	+	hsa_circ_0008033
chr19	34921480	34924317	+	hsa_circ_15665
chr19	34922765	34925873	+	hsa_circ_26453
chr19	34921480	34925873	+	hsa_circ_10172
chr19	34922765	34929671	+	hsa_circ_16719
chr19	34921480	34929671	+	hsa_circ_28594
chr19	34922765	34936026	+	hsa_circ_27091
chr19	34941169	34951471	+	hsa_circ_29656
chr19	34922765	34955036	+	hsa_circ_22073
chr19	34941169	34955036	+	hsa_circ_06960
chr19	34942885	34955036	+	hsa_circ_01574
chr19	34921480	34957919	+	hsa_circ_10312
chr19	34922765	34957919	+	hsa_circ_27148
chr19	34942885	34957919	+	hsa_circ_13347
chr19	34954930	34957919	+	hsa_circ_0006992
chr19	34981280	34986676	+	hsa_circ_0008354
chr19	35510094	35510437	+	hsa_circ_0005731
chr19	36579939	36580208	+	hsa_circ_0003139
chr19	36636707	36637214	+	hsa_circ_0002356
chr19	37203287	37203769	+	hsa_circ_24141
chr19	38609945	38610522	+	hsa_circ_27838
chr19	38631823	38633350	+	hsa_circ_10577
chr19	38673158	38673380	+	hsa_circ_15417
chr19	38834219	38835008	+	hsa_circ_01528
chr19	39070621	39071144	+	hsa_circ_19783
chr19	39076577	39076831	+	hsa_circ_00768
chr19	39866289	39869229	+	hsa_circ_0008108
chr19	39883103	39884277	+	hsa_circ_23693
chr19	39908194	39909643	+	hsa_circ_0005464
chr19	39943995	39944161	+	hsa_circ_0000932
chr19	41089303	41089623	+	hsa_circ_29229
chr19	41122794	41125398	+	hsa_circ_16677
chr19	41239064	41243674	+	hsa_circ_20712
chr19	41242890	41243674	+	hsa_circ_27302
chr19	41736871	41737203	+	hsa_circ_0002945
chr19	41754418	41754725	+	hsa_circ_0002882
chr19	41758255	41762516	+	hsa_circ_0003271
chr19	41774127	41787180	+	hsa_circ_30717
chr19	41798149	41798416	+	hsa_circ_0002613
chr19	41916541	41929074	+	hsa_circ_28768
chr19	42847628	42848985	+	hsa_circ_23003
chr19	44600495	44602041	+	hsa_circ_24925
chr19	45528586	45528995	+	hsa_circ_0008590
chr19	45525310	45532250	+	hsa_circ_0006452
chr19	45528586	45532250	+	hsa_circ_0003312
chr19	45766370	45766625	+	hsa_circ_23703
chr19	45781180	45781873	+	hsa_circ_07150
chr19	45781180	45783992	+	hsa_circ_03792
chr19	45783631	45783992	+	hsa_circ_32726
chr19	46020920	46021352	+	hsa_circ_21151
chr19	46024579	46026076	+	hsa_circ_0004786
chr19	46878860	46879831	+	hsa_circ_0003356
chr19	47653458	47656297	+	hsa_circ_0007219
chr19	47646750	47658470	+	hsa_circ_30386
chr19	47646750	47673180	+	hsa_circ_32827
chr19	47767859	47768203	+	hsa_circ_03870
chr19	47856010	47856992	+	hsa_circ_28573
chr19	47858295	47858607	+	hsa_circ_0005188
chr19	47856010	47865950	+	hsa_circ_30792
chr19	47865732	47865950	+	hsa_circ_15681
chr19	48221765	48229481	+	hsa_circ_0002530
chr19	48229068	48229481	+	hsa_circ_02678
chr19	49407603	49409142	+	hsa_circ_0007568
chr19	49414405	49416821	+	hsa_circ_0005165
chr19	49416267	49416821	+	hsa_circ_04920
chr19	50102528	50103195	+	hsa_circ_21299
chr19	50102528	50105175	+	hsa_circ_07690
chr19	50117789	50119476	+	hsa_circ_28300
chr19	50285013	50285981	+	hsa_circ_0003395
chr19	52785363	52786666	+	hsa_circ_12697
chr19	52876363	52877680	+	hsa_circ_23569
chr19	52909159	52909896	+	hsa_circ_0002115
chr19	53077329	53079274	+	hsa_circ_21169
chr19	54417753	54418759	+	hsa_circ_26596
chr19	56918394	56925809	+	hsa_circ_0006067
chr19	58697078	58698409	+	hsa_circ_03838
chr19	58755330	58758160	+	hsa_circ_23588
chr19	58797082	58797571	+	hsa_circ_14342
chr19	58904342	58904854	+	hsa_circ_30253
chr2	8910799	8917022	-	hsa_circ_0005315
chr2	9000742	9008679	-	hsa_circ_30354
chr2	9022640	9098771	-	hsa_circ_31621
chr2	9028147	9098771	-	hsa_circ_24921
chr2	9048750	9098771	-	hsa_circ_22272
chr2	9083315	9098771	-	hsa_circ_15816
chr2	9650107	9668083	-	hsa_circ_14241
chr2	9675962	9676957	-	hsa_circ_20731
chr2	9675962	9683414	-	hsa_circ_0003233
chr2	10784445	10808849	-	hsa_circ_26285
chr2	10799297	10808849	-	hsa_circ_0008511
chr2	10927406	10930959	-	hsa_circ_31518
chr2	10931920	10933328	-	hsa_circ_09715
chr2	11426664	11427862	-	hsa_circ_00756
chr2	15319111	15330527	-	hsa_circ_0003217
chr2	15427196	15449371	-	hsa_circ_25180
chr2	15514731	15557836	-	hsa_circ_23397
chr2	15514731	15567918	-	hsa_circ_12875
chr2	15534350	15567918	-	hsa_circ_0008522
chr2	15601324	15601915	-	hsa_circ_0005533
chr2	15601324	15618413	-	hsa_circ_21102
chr2	15644268	15651474	-	hsa_circ_0005713
chr2	15629017	15651474	-	hsa_circ_22387
chr2	15629017	15674765	-	hsa_circ_25650
chr2	15629017	15679480	-	hsa_circ_0008061
chr2	15644268	15679480	-	hsa_circ_20173
chr2	15691616	15698758	-	hsa_circ_13486
chr2	15693549	15698758	-	hsa_circ_15079
chr2	17912344	17927218	-	hsa_circ_0005490
chr2	20454623	20455931	-	hsa_circ_0005952
chr2	20478343	20483247	-	hsa_circ_28613
chr2	20507738	20512184	-	hsa_circ_25799
chr2	20507738	20518406	-	hsa_circ_09726
chr2	20497313	20527139	-	hsa_circ_0003733
chr2	20974569	20990158	-	hsa_circ_0002271
chr2	20974569	21001225	-	hsa_circ_25641
chr2	24042616	24046439	-	hsa_circ_01329
chr2	24046127	24046439	-	hsa_circ_09269
chr2	24103508	24108699	-	hsa_circ_32414
chr2	24516556	24518673	-	hsa_circ_0004348
chr2	25458575	25459874	-	hsa_circ_31710
chr2	25650403	25656864	-	hsa_circ_30208
chr2	25799706	25830190	-	hsa_circ_19527
chr2	25990451	25994409	-	hsa_circ_0004976
chr2	29073193	29087985	-	hsa_circ_18183
chr2	32142994	32145979	-	hsa_circ_05295
chr2	32108454	32157204	-	hsa_circ_05095
chr2	32117060	32157204	-	hsa_circ_13646
chr2	32142994	32157204	-	hsa_circ_25994
chr2	32142994	32168452	-	hsa_circ_28786
chr2	37105033	37121176	-	hsa_circ_32723
chr2	37259771	37268435	-	hsa_circ_00847
chr2	37276795	37284623	-	hsa_circ_26835
chr2	37501563	37518142	-	hsa_circ_13901
chr2	38536520	38546161	-	hsa_circ_27146
chr2	38545676	38546161	-	hsa_circ_16625
chr2	38812785	38818790	-	hsa_circ_02404
chr2	39499423	39505627	-	hsa_circ_25608
chr2	39526883	39542529	-	hsa_circ_12823
chr2	39559057	39564722	-	hsa_circ_21310
chr2	40655612	40657444	-	hsa_circ_10435
chr2	43655238	43712464	-	hsa_circ_0007086
chr2	43655238	43755127	-	hsa_circ_0004352
chr2	43725971	43755127	-	hsa_circ_0002392
chr2	43805651	43818093	-	hsa_circ_22249
chr2	44132830	44153100	-	hsa_circ_23961
chr2	44139570	44153100	-	hsa_circ_0005539
chr2	44145163	44153100	-	hsa_circ_19285
chr2	45704131	45715470	-	hsa_circ_0007136
chr2	45704131	45780869	-	hsa_circ_13543
chr2	45715378	45780869	-	hsa_circ_11710
chr2	45773870	45780869	-	hsa_circ_32054
chr2	45773870	45789895	-	hsa_circ_07720
chr2	45773870	45812913	-	hsa_circ_26592
chr2	45789791	45812913	-	hsa_circ_14128
chr2	46839366	46842324	-	hsa_circ_17022
chr2	47134948	47136316	-	hsa_circ_0008979
chr2	48049356	48050499	-	hsa_circ_0006794
chr2	48059487	48066908	-	hsa_circ_20121
chr2	48065997	48066908	-	hsa_circ_14947
chr2	53941520	53943880	-	hsa_circ_21375
chr2	53921020	53978078	-	hsa_circ_0001005
chr2	53977919	53992722	-	hsa_circ_03589
chr2	54101475	54112912	-	hsa_circ_01215
chr2	54114395	54120936	-	hsa_circ_14042
chr2	55201830	55214834	-	hsa_circ_0007984
chr2	55209650	55214834	-	hsa_circ_00386
chr2	55214626	55214834	-	hsa_circ_0005045
chr2	55252221	55255356	-	hsa_circ_12119
chr2	55785910	55800913	-	hsa_circ_04053
chr2	55870292	55871855	-	hsa_circ_26579
chr2	55874481	55889161	-	hsa_circ_19755
chr2	55882034	55889161	-	hsa_circ_16229
chr2	58425713	58459247	-	hsa_circ_22431
chr2	58425728	58459247	-	hsa_circ_0004435
chr2	58449076	58459247	-	hsa_circ_27206
chr2	61420035	61430398	-	hsa_circ_32247
chr2	61456682	61459667	-	hsa_circ_0006110
chr2	61505299	61508377	-	hsa_circ_0007493
chr2	61505299	61512092	-	hsa_circ_01267
chr2	61512009	61520685	-	hsa_circ_10062
chr2	61570949	61577828	-	hsa_circ_04525
chr2	61597455	61597714	-	hsa_circ_0006729
chr2	61597455	61622368	-	hsa_circ_01383
chr2	61712902	61717911	-	hsa_circ_0005050
chr2	61709514	61717911	-	hsa_circ_15553
chr2	61710091	61717911	-	hsa_circ_24086
chr2	61710091	61720188	-	hsa_circ_15454
chr2	61721028	61722748	-	hsa_circ_05135
chr2	61719169	61724142	-	hsa_circ_05068
chr2	61721028	61724142	-	hsa_circ_0006493
chr2	61725807	61729445	-	hsa_circ_13492
chr2	61749745	61753656	-	hsa_circ_30308
chr2	61749745	61761038	-	hsa_circ_19966
chr2	62100136	62103369	-	hsa_circ_0001018
chr2	62099216	62107529	-	hsa_circ_0005862
chr2	62100136	62107529	-	hsa_circ_0008640
chr2	62103229	62107529	-	hsa_circ_05108
chr2	62100136	62110683	-	hsa_circ_07991
chr2	63631182	63631792	-	hsa_circ_16186
chr2	63631182	63667005	-	hsa_circ_14932
chr2	63660878	63667005	-	hsa_circ_25973
chr2	63711737	63720074	-	hsa_circ_0005762
chr2	65559120	65572030	-	hsa_circ_0007961
chr2	69556428	69556930	-	hsa_circ_0005595
chr2	69555402	69565697	-	hsa_circ_0005551
chr2	69565029	69565697	-	hsa_circ_21339
chr2	69565029	69573131	-	hsa_circ_0005504
chr2	69581620	69590802	-	hsa_circ_0003808
chr2	69585460	69590802	-	hsa_circ_02022
chr2	69590676	69601245	-	hsa_circ_0007046
chr2	70278334	70312756	-	hsa_circ_0005380
chr2	70387756	70409129	-	hsa_circ_0004975
